Tag_Number,Plant_Unit_Code,Subsystem_Description,Equipment_Service_Name,PID_Drawing_Reference,Instrument_Type,Measurement_Unit,Calibrated_Span,Design_Code_Standard,Metallurgy_Specification,Piping_Line_Size_Inches,Flange_Rating_ANSI,Design_Pressure_PSIG,Operating_Pressure_PSIG,Design_Temp_DegC,Operating_Temp_DegC,Safety_Integrity_Level,Voting_Logic,Normal_Operating_Value,Alarm_Low_PAL,Alarm_High_PAH,Trip_Low_PSLL,Trip_High_PSHH,Fail_Safe_Position,Four_Eyes_Auth_Required,Last_Calibration_Date,Next_Calibration_Due,Health_Integrity_Status,Assigned_Area_Engineer
01-FT-970C,Unit 01 - CDU/VDU,Atmospheric & Vacuum Distillation,Unit 01 - CDU/VDU Flow Transmitter Loop #970,PID-MRPL-CDU-970-REV4.2,Flow Transmitter,MT/h,0 - 300 MT/h,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,8,300# RF,1795,1388,198,147,SIL-1,1oo1,193.28,130.0,220.0,100.0,245.0,N/A,FALSE,2025-01-01,2026-01-01,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
08-PT-971D,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Pressure Transmitter Loop #971,PID-MRPL-SWRO-971-REV4.2,Pressure Transmitter,barg,0 - 100 barg,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),20,900# RTJ,1068,712,218,168,SIL-1,1oo1,69.56,60.0,80.0,50.0,85.0,N/A,FALSE,2024-07-21,2025-07-21,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
05-XV-972A,Unit 05 - SRU,Sulfur Recovery & Tail Gas Treatment,Unit 05 - SRU Emergency Shutdown (ESD) Valve Loop #972,PID-MRPL-SRU-972-REV4.2,Emergency Shutdown (ESD) Valve,Status,Trip Action Fast Stroke,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,12,300# RF,1438,977,525,430,SIL-3,2oo3,0.98,0.0,1.0,0.0,1.0,Fail Closed (FC),TRUE,2024-05-27,2025-05-27,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
01-XV-973B,Unit 01 - CDU/VDU,Atmospheric & Vacuum Distillation,Unit 01 - CDU/VDU Emergency Shutdown (ESD) Valve Loop #973,PID-MRPL-CDU-973-REV4.2,Emergency Shutdown (ESD) Valve,Status,Trip Action Fast Stroke,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),16,1500# RTJ,419,333,516,383,SIL-2,1oo2,0.94,0.0,1.0,0.0,1.0,Fail Closed (FC),TRUE,2024-04-13,2025-04-13,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
07-LT-974C,Unit 07 - SPM/COT,Single Point Mooring & Tank Farm,Unit 07 - SPM/COT Level Radar Transmitter Loop #974,PID-MRPL-SPM-974-REV4.2,Level Radar Transmitter,%,0 - 100 %,API 610 / API 682 / IEC 61508,SA-516 Gr 70 Boiler Quality,48,600# RF,867,570,345,300,SIL-1,1oo1,58.29,35.0,75.0,20.0,85.0,N/A,FALSE,2024-12-13,2025-12-13,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
01-LT-975D,Unit 01 - CDU/VDU,Atmospheric & Vacuum Distillation,Unit 01 - CDU/VDU Level Radar Transmitter Loop #975,PID-MRPL-CDU-975-REV4.2,Level Radar Transmitter,%,0 - 100 %,API 610 / API 682 / IEC 61508,Incoloy 800H High Temp Alloy,10,2500# RTJ,1584,1289,376,266,Non-SIL,1oo1,51.82,35.0,75.0,20.0,85.0,N/A,FALSE,2024-08-03,2025-08-03,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
08-SV-976A,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO ASME VIII Safety Relief Valve Loop #976,PID-MRPL-SWRO-976-REV4.2,ASME VIII Safety Relief Valve,barg,Pop Set Pressure,API 610 / API 682 / IEC 61508,SA-516 Gr 70 Boiler Quality,36,900# RTJ,1499,1041,487,420,SIL-2,1oo2,0.0,0.0,0.0,0.0,88.0,Fail Open (FO),TRUE,2024-08-07,2025-08-07,ALERT (Scheduled Inspection Window),Er. M. B. Nayak (EMP-4102)
05-XV-977B,Unit 05 - SRU,Sulfur Recovery & Tail Gas Treatment,Unit 05 - SRU Emergency Shutdown (ESD) Valve Loop #977,PID-MRPL-SRU-977-REV4.2,Emergency Shutdown (ESD) Valve,Status,Trip Action Fast Stroke,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,8,600# RF,818,507,240,206,Non-SIL,1oo1,1.02,0.0,1.0,0.0,1.0,Fail Closed (FC),TRUE,2024-10-12,2025-10-12,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
01-MOV-978C,Unit 01 - CDU/VDU,Atmospheric & Vacuum Distillation,Unit 01 - CDU/VDU Motor Operated Isolation Valve Loop #978,PID-MRPL-CDU-978-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,48,1500# RTJ,660,508,195,136,SIL-2,1oo2,1.03,0.0,1.0,0.0,1.0,Fail Locked (FL),TRUE,2024-12-29,2025-12-29,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
08-SV-979D,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO ASME VIII Safety Relief Valve Loop #979,PID-MRPL-SWRO-979-REV4.2,ASME VIII Safety Relief Valve,barg,Pop Set Pressure,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,30,900# RTJ,1646,1313,191,155,Non-SIL,1oo1,0.0,0.0,0.0,0.0,88.0,Fail Open (FO),TRUE,2024-07-29,2025-07-29,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
03-FT-980A,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Flow Transmitter Loop #980,PID-MRPL-FCCU-980-REV4.2,Flow Transmitter,MT/h,0 - 300 MT/h,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),3,300# RF,1202,885,324,263,SIL-2,1oo2,176.26,130.0,220.0,100.0,245.0,N/A,TRUE,2024-07-26,2025-07-26,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
03-FT-981B,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Flow Transmitter Loop #981,PID-MRPL-FCCU-981-REV4.2,Flow Transmitter,MT/h,0 - 300 MT/h,API 610 / API 682 / IEC 61508,SA-516 Gr 70 Boiler Quality,16,300# RF,611,413,190,142,SIL-2,1oo2,196.8,130.0,220.0,100.0,245.0,N/A,TRUE,2024-06-19,2025-06-19,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
04-SV-982C,Unit 04 - HGU,Steam Methane Hydrogen Generation,Unit 04 - HGU ASME VIII Safety Relief Valve Loop #982,PID-MRPL-HGU-982-REV4.2,ASME VIII Safety Relief Valve,barg,Pop Set Pressure,API 610 / API 682 / IEC 61508,Incoloy 800H High Temp Alloy,30,2500# RTJ,670,528,419,342,SIL-3,2oo3,0.0,0.0,0.0,0.0,88.0,Fail Open (FO),TRUE,2024-10-12,2025-10-12,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
04-LT-983D,Unit 04 - HGU,Steam Methane Hydrogen Generation,Unit 04 - HGU Level Radar Transmitter Loop #983,PID-MRPL-HGU-983-REV4.2,Level Radar Transmitter,%,0 - 100 %,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),20,300# RF,1020,804,322,232,SIL-1,1oo1,55.74,35.0,75.0,20.0,85.0,N/A,FALSE,2024-05-23,2025-05-23,ALERT (Scheduled Inspection Window),Er. Sunita Patil (EMP-2490)
02-SV-984A,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT ASME VIII Safety Relief Valve Loop #984,PID-MRPL-DHDT-984-REV4.2,ASME VIII Safety Relief Valve,barg,Pop Set Pressure,API 610 / API 682 / IEC 61508,Titanium Grade 2 Seamless,4,300# RF,641,487,348,302,SIL-3,2oo3,0.0,0.0,0.0,0.0,88.0,Fail Open (FO),TRUE,2024-10-06,2025-10-06,ALERT (Scheduled Inspection Window),Er. S. P. Hegde (EMP-2914)
06-CV-985B,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Pneumatic Control Valve Loop #985,PID-MRPL-PPU-985-REV4.2,Pneumatic Control Valve,% Open,0 - 100 % Travel,API 610 / API 682 / IEC 61508,SA-387 Gr 11 Class 2 Alloy Steel,16,600# RF,466,335,485,343,SIL-2,1oo2,46.67,10.0,90.0,5.0,95.0,Fail Closed (FC),TRUE,2024-04-16,2025-04-16,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
08-VT-986C,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Bearing Vibration Accelerometer Loop #986,PID-MRPL-SWRO-986-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,SA-387 Gr 11 Class 2 Alloy Steel,4,300# RF,1406,1083,351,258,SIL-1,1oo1,2.1,1.0,4.5,0.5,7.0,N/A,FALSE,2024-08-29,2025-08-29,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
01-SV-987D,Unit 01 - CDU/VDU,Atmospheric & Vacuum Distillation,Unit 01 - CDU/VDU ASME VIII Safety Relief Valve Loop #987,PID-MRPL-CDU-987-REV4.2,ASME VIII Safety Relief Valve,barg,Pop Set Pressure,API 610 / API 682 / IEC 61508,SA-516 Gr 70 Boiler Quality,8,900# RTJ,447,350,504,434,SIL-2,1oo2,0.0,0.0,0.0,0.0,88.0,Fail Open (FO),TRUE,2024-12-10,2025-12-10,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
04-PT-988A,Unit 04 - HGU,Steam Methane Hydrogen Generation,Unit 04 - HGU Pressure Transmitter Loop #988,PID-MRPL-HGU-988-REV4.2,Pressure Transmitter,barg,0 - 100 barg,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,6,900# RTJ,1679,1286,367,307,Non-SIL,1oo1,77.23,60.0,80.0,50.0,85.0,N/A,FALSE,2024-07-07,2025-07-07,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
08-TT-989B,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Temperature Transmitter Loop #989,PID-MRPL-SWRO-989-REV4.2,Temperature Transmitter,deg C,0 - 500 deg C,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,6,900# RTJ,626,427,233,184,SIL-2,1oo2,359.93,310.0,385.0,270.0,410.0,N/A,TRUE,2024-12-17,2025-12-17,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
05-PT-990C,Unit 05 - SRU,Sulfur Recovery & Tail Gas Treatment,Unit 05 - SRU Pressure Transmitter Loop #990,PID-MRPL-SRU-990-REV4.2,Pressure Transmitter,barg,0 - 100 barg,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,24,900# RTJ,1540,1244,314,262,SIL-1,1oo1,77.21,60.0,80.0,50.0,85.0,N/A,FALSE,2024-10-11,2025-10-11,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
02-FT-991D,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT Flow Transmitter Loop #991,PID-MRPL-DHDT-991-REV4.2,Flow Transmitter,MT/h,0 - 300 MT/h,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,24,900# RTJ,466,312,138,118,Non-SIL,1oo1,193.81,130.0,220.0,100.0,245.0,N/A,FALSE,2024-07-09,2025-07-09,ALERT (Scheduled Inspection Window),Er. S. P. Hegde (EMP-2914)
03-XV-992A,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Emergency Shutdown (ESD) Valve Loop #992,PID-MRPL-FCCU-992-REV4.2,Emergency Shutdown (ESD) Valve,Status,Trip Action Fast Stroke,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,3,900# RTJ,1617,1069,348,253,Non-SIL,1oo1,0.93,0.0,1.0,0.0,1.0,Fail Closed (FC),TRUE,2024-12-25,2025-12-25,ALERT (Scheduled Inspection Window),Er. Anand Rao (EMP-1829)
06-CV-993B,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Pneumatic Control Valve Loop #993,PID-MRPL-PPU-993-REV4.2,Pneumatic Control Valve,% Open,0 - 100 % Travel,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,12,2500# RTJ,1091,892,365,271,Non-SIL,1oo1,45.49,10.0,90.0,5.0,95.0,Fail Closed (FC),FALSE,2024-06-05,2025-06-05,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
05-VT-994C,Unit 05 - SRU,Sulfur Recovery & Tail Gas Treatment,Unit 05 - SRU Bearing Vibration Accelerometer Loop #994,PID-MRPL-SRU-994-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,Incoloy 800H High Temp Alloy,2,1500# RTJ,404,313,369,300,Non-SIL,1oo1,2.21,1.0,4.5,0.5,7.0,N/A,FALSE,2024-04-17,2025-04-17,ALERT (Scheduled Inspection Window),Er. R. K. Shenoy (EMP-3841)
03-VT-995D,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Bearing Vibration Accelerometer Loop #995,PID-MRPL-FCCU-995-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),30,300# RF,169,125,234,176,SIL-3,2oo3,2.34,1.0,4.5,0.5,7.0,N/A,TRUE,2024-05-05,2025-05-05,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
06-CV-996A,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Pneumatic Control Valve Loop #996,PID-MRPL-PPU-996-REV4.2,Pneumatic Control Valve,% Open,0 - 100 % Travel,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,24,300# RF,262,208,237,187,SIL-2,1oo2,51.26,10.0,90.0,5.0,95.0,Fail Closed (FC),TRUE,2024-12-31,2025-12-31,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
05-LT-997B,Unit 05 - SRU,Sulfur Recovery & Tail Gas Treatment,Unit 05 - SRU Level Radar Transmitter Loop #997,PID-MRPL-SRU-997-REV4.2,Level Radar Transmitter,%,0 - 100 %,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,16,300# RF,373,237,484,388,SIL-2,1oo2,57.6,35.0,75.0,20.0,85.0,N/A,TRUE,2024-12-22,2025-12-22,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
02-AT-998C,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT Online Gas Analyzer (H2S/O2/CO) Loop #998,PID-MRPL-DHDT-998-REV4.2,Online Gas Analyzer (H2S/O2/CO),ppm,0 - 500 ppm,API 610 / API 682 / IEC 61508,Incoloy 800H High Temp Alloy,36,900# RTJ,1307,1061,409,320,SIL-1,1oo1,4.9,0.0,15.0,0.0,50.0,N/A,FALSE,2024-10-07,2025-10-07,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
08-SV-999D,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO ASME VIII Safety Relief Valve Loop #999,PID-MRPL-SWRO-999-REV4.2,ASME VIII Safety Relief Valve,barg,Pop Set Pressure,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,24,1500# RTJ,1218,802,530,437,SIL-2,1oo2,0.0,0.0,0.0,0.0,88.0,Fail Open (FO),TRUE,2024-04-04,2025-04-04,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
02-PT-100A,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT Pressure Transmitter Loop #100,PID-MRPL-DHDT-100-REV4.2,Pressure Transmitter,barg,0 - 100 barg,API 610 / API 682 / IEC 61508,Titanium Grade 2 Seamless,2,300# RF,1028,830,407,315,SIL-1,1oo1,68.5,60.0,80.0,50.0,85.0,N/A,FALSE,2024-12-16,2025-12-16,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
02-MOV-101B,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT Motor Operated Isolation Valve Loop #101,PID-MRPL-DHDT-101-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,48,1500# RTJ,1266,883,140,109,SIL-1,1oo1,0.98,0.0,1.0,0.0,1.0,Fail Locked (FL),FALSE,2024-04-05,2025-04-05,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
05-VT-102C,Unit 05 - SRU,Sulfur Recovery & Tail Gas Treatment,Unit 05 - SRU Bearing Vibration Accelerometer Loop #102,PID-MRPL-SRU-102-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,20,150# RF,317,193,295,220,SIL-1,1oo1,2.08,1.0,4.5,0.5,7.0,N/A,FALSE,2024-10-08,2025-10-08,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
04-PT-103D,Unit 04 - HGU,Steam Methane Hydrogen Generation,Unit 04 - HGU Pressure Transmitter Loop #103,PID-MRPL-HGU-103-REV4.2,Pressure Transmitter,barg,0 - 100 barg,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,36,1500# RTJ,1226,887,292,230,SIL-3,2oo3,68.26,60.0,80.0,50.0,85.0,N/A,TRUE,2024-09-13,2025-09-13,CRITICAL (Immediate Turnaround Recalibration),Er. Jane D'Souza (EMP-7102)
08-FT-104A,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Flow Transmitter Loop #104,PID-MRPL-SWRO-104-REV4.2,Flow Transmitter,MT/h,0 - 300 MT/h,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,10,2500# RTJ,384,296,206,162,SIL-2,1oo2,198.61,130.0,220.0,100.0,245.0,N/A,TRUE,2024-10-22,2025-10-22,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
05-LT-105B,Unit 05 - SRU,Sulfur Recovery & Tail Gas Treatment,Unit 05 - SRU Level Radar Transmitter Loop #105,PID-MRPL-SRU-105-REV4.2,Level Radar Transmitter,%,0 - 100 %,API 610 / API 682 / IEC 61508,SA-387 Gr 11 Class 2 Alloy Steel,36,150# RF,935,784,239,190,Non-SIL,1oo1,54.28,35.0,75.0,20.0,85.0,N/A,FALSE,2024-05-26,2025-05-26,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
08-FT-106C,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Flow Transmitter Loop #106,PID-MRPL-SWRO-106-REV4.2,Flow Transmitter,MT/h,0 - 300 MT/h,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,16,900# RTJ,1488,1105,478,358,SIL-3,2oo3,170.99,130.0,220.0,100.0,245.0,N/A,TRUE,2024-10-01,2025-10-01,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
07-CV-107D,Unit 07 - SPM/COT,Single Point Mooring & Tank Farm,Unit 07 - SPM/COT Pneumatic Control Valve Loop #107,PID-MRPL-SPM-107-REV4.2,Pneumatic Control Valve,% Open,0 - 100 % Travel,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,48,600# RF,1406,977,395,293,SIL-3,2oo3,49.98,10.0,90.0,5.0,95.0,Fail Closed (FC),TRUE,2024-04-07,2025-04-07,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
08-TT-108A,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Temperature Transmitter Loop #108,PID-MRPL-SWRO-108-REV4.2,Temperature Transmitter,deg C,0 - 500 deg C,API 610 / API 682 / IEC 61508,Titanium Grade 2 Seamless,8,2500# RTJ,1765,1128,184,147,Non-SIL,1oo1,375.17,310.0,385.0,270.0,410.0,N/A,FALSE,2024-05-05,2025-05-05,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
01-CV-109B,Unit 01 - CDU/VDU,Atmospheric & Vacuum Distillation,Unit 01 - CDU/VDU Pneumatic Control Valve Loop #109,PID-MRPL-CDU-109-REV4.2,Pneumatic Control Valve,% Open,0 - 100 % Travel,API 610 / API 682 / IEC 61508,SA-516 Gr 70 Boiler Quality,2,1500# RTJ,324,257,131,92,SIL-3,2oo3,51.21,10.0,90.0,5.0,95.0,Fail Closed (FC),TRUE,2024-05-09,2025-05-09,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
03-MOV-110C,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Motor Operated Isolation Valve Loop #110,PID-MRPL-FCCU-110-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,SA-516 Gr 70 Boiler Quality,30,900# RTJ,294,219,368,302,SIL-1,1oo1,0.93,0.0,1.0,0.0,1.0,Fail Locked (FL),FALSE,2024-10-04,2025-10-04,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
02-AT-111D,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT Online Gas Analyzer (H2S/O2/CO) Loop #111,PID-MRPL-DHDT-111-REV4.2,Online Gas Analyzer (H2S/O2/CO),ppm,0 - 500 ppm,API 610 / API 682 / IEC 61508,SA-516 Gr 70 Boiler Quality,24,300# RF,479,344,252,205,SIL-2,1oo2,5.51,0.0,15.0,0.0,50.0,N/A,TRUE,2024-08-23,2025-08-23,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
05-VT-112A,Unit 05 - SRU,Sulfur Recovery & Tail Gas Treatment,Unit 05 - SRU Bearing Vibration Accelerometer Loop #112,PID-MRPL-SRU-112-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,16,300# RF,1602,1201,209,157,Non-SIL,1oo1,2.3,1.0,4.5,0.5,7.0,N/A,FALSE,2024-05-15,2025-05-15,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
08-VT-113B,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Bearing Vibration Accelerometer Loop #113,PID-MRPL-SWRO-113-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,12,900# RTJ,1070,794,415,346,Non-SIL,1oo1,2.07,1.0,4.5,0.5,7.0,N/A,FALSE,2025-01-03,2026-01-03,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
02-LT-114C,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT Level Radar Transmitter Loop #114,PID-MRPL-DHDT-114-REV4.2,Level Radar Transmitter,%,0 - 100 %,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,24,900# RTJ,541,385,163,138,SIL-2,1oo2,51.75,35.0,75.0,20.0,85.0,N/A,TRUE,2024-09-23,2025-09-23,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
08-SV-115D,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO ASME VIII Safety Relief Valve Loop #115,PID-MRPL-SWRO-115-REV4.2,ASME VIII Safety Relief Valve,barg,Pop Set Pressure,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,2,1500# RTJ,512,371,159,116,SIL-3,2oo3,0.0,0.0,0.0,0.0,88.0,Fail Open (FO),TRUE,2024-10-15,2025-10-15,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
06-SV-116A,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU ASME VIII Safety Relief Valve Loop #116,PID-MRPL-PPU-116-REV4.2,ASME VIII Safety Relief Valve,barg,Pop Set Pressure,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,12,600# RF,303,184,319,233,Non-SIL,1oo1,0.0,0.0,0.0,0.0,88.0,Fail Open (FO),TRUE,2024-11-14,2025-11-14,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
06-MOV-117B,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Motor Operated Isolation Valve Loop #117,PID-MRPL-PPU-117-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),8,1500# RTJ,620,447,213,179,SIL-1,1oo1,0.95,0.0,1.0,0.0,1.0,Fail Locked (FL),FALSE,2024-04-24,2025-04-24,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
02-FT-118C,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT Flow Transmitter Loop #118,PID-MRPL-DHDT-118-REV4.2,Flow Transmitter,MT/h,0 - 300 MT/h,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,4,2500# RTJ,238,158,215,152,SIL-3,2oo3,199.22,130.0,220.0,100.0,245.0,N/A,TRUE,2024-04-04,2025-04-04,ALERT (Scheduled Inspection Window),Er. M. B. Nayak (EMP-4102)
02-FT-119D,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT Flow Transmitter Loop #119,PID-MRPL-DHDT-119-REV4.2,Flow Transmitter,MT/h,0 - 300 MT/h,API 610 / API 682 / IEC 61508,SA-387 Gr 11 Class 2 Alloy Steel,24,900# RTJ,1498,1055,528,432,Non-SIL,1oo1,185.39,130.0,220.0,100.0,245.0,N/A,FALSE,2024-12-23,2025-12-23,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
08-FT-120A,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Flow Transmitter Loop #120,PID-MRPL-SWRO-120-REV4.2,Flow Transmitter,MT/h,0 - 300 MT/h,API 610 / API 682 / IEC 61508,SA-387 Gr 11 Class 2 Alloy Steel,24,150# RF,1123,772,229,180,SIL-2,1oo2,196.44,130.0,220.0,100.0,245.0,N/A,TRUE,2024-04-07,2025-04-07,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
